anio_enfr,prov_id,prov_nombre,grupo_edad_5,sexo,dm_total,dm_total_se,dm_total_cv,dm_prev,dm_prev_se,dm_prev_cv
2005,50,Mendoza,35-39 años,Varón,499,354.98,0.71,0.01,0.01,0.72
2005,50,Mendoza,40-44 años,Mujer,1804,821.9,0.46,0.05,0.02,0.45
2005,50,Mendoza,40-44 años,Varón,901,723.54,0.8,0.02,0.02,0.8
2005,50,Mendoza,45-49 años,Mujer,4322,1414.28,0.33,0.12,0.04,0.31
2005,50,Mendoza,45-49 años,Varón,2045,1076.23,0.53,0.06,0.03,0.52
2005,50,Mendoza,50-54 años,Mujer,2058,1333.31,0.65,0.06,0.04,0.62
2005,50,Mendoza,50-54 años,Varón,7258,2848.72,0.39,0.15,0.05,0.36
2005,50,Mendoza,55-59 años,Mujer,3715,1513.89,0.41,0.13,0.05,0.38
2005,50,Mendoza,55-59 años,Varón,2263,1214.09,0.54,0.1,0.05,0.51
2005,50,Mendoza,60-64 años,Mujer,5995,2303.11,0.38,0.18,0.06,0.34
2005,50,Mendoza,60-64 años,Varón,1536,879.35,0.57,0.08,0.05,0.56
2005,50,Mendoza,65-69 años,Mujer,2273,1149.08,0.51,0.08,0.04,0.49
2005,50,Mendoza,65-69 años,Varón,1850,863.52,0.47,0.13,0.06,0.45
2005,50,Mendoza,70-74 años,Mujer,1870,738.02,0.39,0.08,0.03,0.39
2005,50,Mendoza,70-74 años,Varón,945,668.22,0.71,0.09,0.06,0.69
2005,50,Mendoza,75-79 años,Mujer,2527,1160.3,0.46,0.13,0.06,0.45
2005,50,Mendoza,75-79 años,Varón,3787,1439.74,0.38,0.33,0.1,0.31
2005,50,Mendoza,80+ años,Mujer,3399,1402.69,0.41,0.2,0.07,0.37
2005,50,Mendoza,80+ años,Varón,3413,1342.96,0.39,0.33,0.11,0.32
2005,54,Misiones,20-24 años,Mujer,319,201.84,0.63,0.01,0.01,0.64
2005,54,Misiones,20-24 años,Varón,224,224,1,0.01,0.01,1
2005,54,Misiones,25-29 años,Mujer,812,556.31,0.69,0.04,0.03,0.67
2005,54,Misiones,25-29 años,Varón,833,497.53,0.6,0.04,0.02,0.59
2005,54,Misiones,30-34 años,Mujer,1659,575.98,0.35,0.06,0.02,0.35
2005,54,Misiones,30-34 años,Varón,711,374.75,0.53,0.04,0.02,0.53
2005,54,Misiones,35-39 años,Mujer,2148,949.2,0.44,0.09,0.04,0.42
2005,54,Misiones,35-39 años,Varón,374,321.28,0.86,0.02,0.02,0.85
2005,54,Misiones,40-44 años,Mujer,1157,755.12,0.65,0.05,0.03,0.63
2005,54,Misiones,40-44 años,Varón,745,431.57,0.58,0.05,0.03,0.57
2005,54,Misiones,45-49 años,Mujer,946,449.19,0.47,0.08,0.04,0.46
2005,54,Misiones,45-49 años,Varón,1664,816.68,0.49,0.08,0.04,0.47
2005,54,Misiones,50-54 años,Mujer,1927,1098.31,0.57,0.13,0.07,0.52
2005,54,Misiones,50-54 años,Varón,1742,719.68,0.41,0.12,0.05,0.39
2005,54,Misiones,55-59 años,Mujer,2085,869.15,0.42,0.16,0.07,0.4
2005,54,Misiones,55-59 años,Varón,1317,607.27,0.46,0.09,0.04,0.45
2005,54,Misiones,60-64 años,Mujer,3544,1341.3,0.38,0.25,0.08,0.31
2005,54,Misiones,60-64 años,Varón,1628,587.48,0.36,0.2,0.07,0.34
2005,54,Misiones,65-69 años,Mujer,1582,629.18,0.4,0.25,0.09,0.34
2005,54,Misiones,65-69 años,Varón,936,492.32,0.53,0.18,0.09,0.48
2005,54,Misiones,70-74 años,Mujer,484,386.5,0.8,0.07,0.06,0.77
2005,54,Misiones,70-74 años,Varón,705,511.98,0.73,0.1,0.07,0.69
2005,54,Misiones,75-79 años,Mujer,579,314.85,0.54,0.14,0.07,0.52
2005,54,Misiones,75-79 años,Varón,1362,607.97,0.45,0.2,0.08,0.42
2005,54,Misiones,80+ años,Mujer,386,245.21,0.64,0.13,0.08,0.62
2005,54,Misiones,80+ años,Varón,720,353.96,0.49,0.17,0.09,0.5
2005,58,Neuquén,20-24 años,Mujer,239,173.74,0.73,0.01,0.01,0.73
2005,58,Neuquén,20-24 años,Varón,482,394.87,0.82,0.03,0.03,0.8
2005,58,Neuquén,25-29 años,Mujer,1669,629.31,0.38,0.11,0.04,0.35
2005,58,Neuquén,25-29 años,Varón,989,553.53,0.56,0.08,0.04,0.53
2005,58,Neuquén,30-34 años,Mujer,1127,437.57,0.39,0.06,0.02,0.38
2005,58,Neuquén,30-34 años,Varón,1564,665.26,0.43,0.11,0.05,0.4
2005,58,Neuquén,35-39 años,Mujer,2820,813.83,0.29,0.15,0.04,0.26
2005,58,Neuquén,35-39 años,Varón,521,314.63,0.6,0.03,0.02,0.6
2005,58,Neuquén,40-44 años,Mujer,1035,509.57,0.49,0.07,0.03,0.47
2005,58,Neuquén,40-44 años,Varón,663,405.04,0.61,0.06,0.03,0.59
2005,58,Neuquén,45-49 años,Mujer,765,334.79,0.44,0.07,0.03,0.42
2005,58,Neuquén,45-49 años,Varón,141,141,1,0.01,0.01,1
2005,58,Neuquén,50-54 años,Mujer,1979,713.29,0.36,0.17,0.06,0.32
2005,58,Neuquén,50-54 años,Varón,2447,895.64,0.37,0.18,0.06,0.33
2005,58,Neuquén,55-59 años,Mujer,319,195.14,0.61,0.05,0.03,0.6
2005,58,Neuquén,55-59 años,Varón,922,362.01,0.39,0.11,0.04,0.39
2005,58,Neuquén,60-64 años,Mujer,776,366.46,0.47,0.17,0.07,0.43
2005,58,Neuquén,60-64 años,Varón,1439,563.8,0.39,0.22,0.08,0.34
2005,58,Neuquén,65-69 años,Mujer,681,342.62,0.5,0.24,0.1,0.42
2005,58,Neuquén,65-69 años,Varón,560,290.83,0.52,0.2,0.09,0.46
2005,58,Neuquén,70-74 años,Mujer,884,342.9,0.39,0.21,0.08,0.37
2005,58,Neuquén,70-74 años,Varón,631,294.44,0.47,0.18,0.08,0.47
2005,58,Neuquén,75-79 años,Mujer,629,348.61,0.55,0.14,0.08,0.55
2005,58,Neuquén,75-79 años,Varón,466,258.82,0.56,0.17,0.09,0.53
2005,58,Neuquén,80+ años,Mujer,639,270,0.42,0.22,0.09,0.4
2005,58,Neuquén,80+ años,Varón,0,0,NA,0,0,NA
2005,62,Río Negro,20-24 años,Mujer,513,296.7,0.58,0.04,0.02,0.57
2005,62,Río Negro,20-24 años,Varón,498,298.94,0.6,0.02,0.01,0.6
2005,62,Río Negro,25-29 años,Mujer,822,341.55,0.42,0.05,0.02,0.41
2005,62,Río Negro,25-29 años,Varón,588,380.03,0.65,0.05,0.03,0.63
2005,62,Río Negro,30-34 años,Mujer,1102,626.83,0.57,0.06,0.03,0.55
2005,62,Río Negro,30-34 años,Varón,337,337,1,0.03,0.03,0.99
2005,62,Río Negro,35-39 años,Mujer,1588,552.53,0.35,0.08,0.03,0.34
2005,62,Río Negro,35-39 años,Varón,176,176,1,0.01,0.01,1
2005,62,Río Negro,40-44 años,Mujer,1532,570.95,0.37,0.13,0.05,0.34
2005,62,Río Negro,40-44 años,Varón,1072,724.5,0.68,0.07,0.05,0.64
2005,62,Río Negro,45-49 años,Mujer,1469,573.21,0.39,0.12,0.04,0.36
2005,62,Río Negro,45-49 años,Varón,757,353.24,0.47,0.06,0.03,0.47
2005,62,Río Negro,50-54 años,Mujer,3028,834.62,0.28,0.21,0.05,0.24
2005,62,Río Negro,50-54 años,Varón,923,527.21,0.57,0.06,0.03,0.56
2005,62,Río Negro,55-59 años,Mujer,1606,506.69,0.32,0.14,0.04,0.31
2005,62,Río Negro,55-59 años,Varón,992,524.92,0.53,0.11,0.06,0.51
2005,62,Río Negro,60-64 años,Mujer,1869,847.31,0.45,0.22,0.08,0.38
2005,62,Río Negro,60-64 años,Varón,3157,1294.1,0.41,0.34,0.1,0.3
2005,62,Río Negro,65-69 años,Mujer,736,345.05,0.47,0.1,0.05,0.45
2005,62,Río Negro,65-69 años,Varón,1050,417.45,0.4,0.15,0.06,0.4
2005,62,Río Negro,70-74 años,Mujer,2122,740.05,0.35,0.35,0.09,0.27
2005,62,Río Negro,70-74 años,Varón,614,298.55,0.49,0.14,0.07,0.48
2005,62,Río Negro,75-79 años,Mujer,1232,554.15,0.45,0.28,0.1,0.37
2005,62,Río Negro,75-79 años,Varón,1180,485.35,0.41,0.35,0.11,0.32
2005,62,Río Negro,80+ años,Mujer,629,323,0.51,0.14,0.07,0.49
2005,62,Río Negro,80+ años,Varón,895,828.88,0.93,0.24,0.18,0.77
2005,66,Salta,20-24 años,Mujer,337,240.22,0.71,0.01,0.01,0.72
2005,66,Salta,20-24 años,Varón,0,0,NA,0,0,NA
2005,66,Salta,25-29 años,Mujer,1629,1004.47,0.62,0.04,0.03,0.6
2005,66,Salta,25-29 años,Varón,511,457.56,0.9,0.02,0.01,0.89
2005,66,Salta,30-34 años,Mujer,1035,526.07,0.51,0.03,0.02,0.51
2005,66,Salta,30-34 años,Varón,559,351.22,0.63,0.02,0.01,0.64
2005,66,Salta,35-39 años,Mujer,1105,936.85,0.85,0.03,0.03,0.83
2005,66,Salta,35-39 años,Varón,455,322.01,0.71,0.02,0.01,0.71
2005,66,Salta,40-44 años,Mujer,1458,686.99,0.47,0.07,0.03,0.46
2005,66,Salta,40-44 años,Varón,966,675.55,0.7,0.04,0.02,0.69
2005,66,Salta,45-49 años,Mujer,635,367.3,0.58,0.03,0.02,0.58
2005,66,Salta,45-49 años,Varón,1058,501.06,0.47,0.06,0.03,0.47
2005,66,Salta,50-54 años,Mujer,2484,850.3,0.34,0.12,0.04,0.35
2005,66,Salta,50-54 años,Varón,835,599.51,0.72,0.04,0.03,0.71
2005,66,Salta,55-59 años,Mujer,1536,656.67,0.43,0.08,0.03,0.43
2005,66,Salta,55-59 años,Varón,237,169.2,0.71,0.02,0.01,0.73
2005,66,Salta,60-64 años,Mujer,631,287.96,0.46,0.07,0.03,0.47
2005,66,Salta,60-64 años,Varón,1407,792.6,0.56,0.12,0.06,0.52
2005,66,Salta,65-69 años,Mujer,1000,431.87,0.43,0.09,0.04,0.43
2005,66,Salta,65-69 años,Varón,696,460.19,0.66,0.11,0.07,0.63
2005,66,Salta,70-74 años,Mujer,1110,474.61,0.43,0.12,0.05,0.42
2005,66,Salta,70-74 años,Varón,621,476.32,0.77,0.09,0.07,0.74
2005,66,Salta,75-79 años,Mujer,693,300.93,0.43,0.18,0.07,0.41
2005,66,Salta,75-79 años,Varón,1275,821.14,0.64,0.15,0.1,0.63
2005,66,Salta,80+ años,Mujer,1094,463.26,0.42,0.13,0.06,0.47
2005,66,Salta,80+ años,Varón,357,207.72,0.58,0.1,0.06,0.63
2005,70,San Juan,20-24 años,Mujer,1157,595.38,0.51,0.06,0.03,0.5
2005,70,San Juan,20-24 años,Varón,802,492.55,0.61,0.03,0.02,0.61
2005,70,San Juan,25-29 años,Mujer,939,488.59,0.52,0.05,0.02,0.51
2005,70,San Juan,25-29 años,Varón,658,382.34,0.58,0.03,0.02,0.57
2005,70,San Juan,30-34 años,Mujer,1509,635.59,0.42,0.06,0.03,0.41
2005,70,San Juan,30-34 años,Varón,254,254,1,0.02,0.01,0.99
2005,70,San Juan,35-39 años,Mujer,2790,1044.12,0.37,0.13,0.05,0.34
2005,70,San Juan,35-39 años,Varón,1101,649.84,0.59,0.06,0.03,0.57
2005,70,San Juan,40-44 años,Mujer,1416,527.9,0.37,0.08,0.03,0.36
2005,70,San Juan,40-44 años,Varón,311,215.54,0.69,0.03,0.02,0.69
2005,70,San Juan,45-49 años,Mujer,962,471.42,0.49,0.08,0.04,0.47
2005,70,San Juan,45-49 años,Varón,669,351.55,0.53,0.05,0.03,0.52
2005,70,San Juan,50-54 años,Mujer,2290,792.05,0.35,0.14,0.04,0.32
2005,70,San Juan,50-54 años,Varón,850,582.91,0.69,0.05,0.04,0.67
2005,70,San Juan,55-59 años,Mujer,1928,789.02,0.41,0.15,0.06,0.37
2005,70,San Juan,55-59 años,Varón,987,603.21,0.61,0.1,0.06,0.58
2005,70,San Juan,60-64 años,Mujer,2029,749.34,0.37,0.17,0.06,0.34
2005,70,San Juan,60-64 años,Varón,2079,793.05,0.38,0.19,0.07,0.34
2005,70,San Juan,65-69 años,Mujer,1326,540.88,0.41,0.2,0.07,0.36
2005,70,San Juan,65-69 años,Varón,728,390.16,0.54,0.13,0.07,0.52
2005,70,San Juan,70-74 años,Mujer,1982,612.31,0.31,0.27,0.07,0.27
2005,70,San Juan,70-74 años,Varón,1419,688.44,0.49,0.38,0.13,0.36
2005,70,San Juan,75-79 años,Mujer,1555,758.99,0.49,0.24,0.1,0.41
2005,70,San Juan,75-79 años,Varón,1898,803.88,0.42,0.31,0.11,0.37
2005,70,San Juan,80+ años,Mujer,412,306,0.74,0.09,0.07,0.7
2005,70,San Juan,80+ años,Varón,1357,710.32,0.52,0.32,0.13,0.4
2005,74,San Luis,20-24 años,Mujer,478,241.9,0.51,0.03,0.02,0.5
2005,74,San Luis,20-24 años,Varón,547,362.77,0.66,0.04,0.03,0.65
2005,74,San Luis,25-29 años,Mujer,877,321.19,0.37,0.07,0.03,0.36
2005,74,San Luis,25-29 años,Varón,0,0,NA,0,0,NA
2005,74,San Luis,30-34 años,Mujer,2172,634.34,0.29,0.15,0.04,0.27
2005,74,San Luis,30-34 años,Varón,49,49,1,0,0,1
2005,74,San Luis,35-39 años,Mujer,1608,570.95,0.36,0.16,0.05,0.32
2005,74,San Luis,35-39 años,Varón,1150,457.18,0.4,0.09,0.03,0.38
2005,74,San Luis,40-44 años,Mujer,1371,427.97,0.31,0.12,0.04,0.3
2005,74,San Luis,40-44 años,Varón,450,327.57,0.73,0.05,0.04,0.7
2005,74,San Luis,45-49 años,Mujer,991,339.08,0.34,0.13,0.04,0.32
2005,74,San Luis,45-49 años,Varón,820,372.42,0.45,0.1,0.04,0.43
2005,74,San Luis,50-54 años,Mujer,1937,587.62,0.3,0.18,0.05,0.28
2005,74,San Luis,50-54 años,Varón,873,396.24,0.45,0.11,0.05,0.44
2005,74,San Luis,55-59 años,Mujer,1164,428.3,0.37,0.13,0.04,0.34
2005,74,San Luis,55-59 años,Varón,1227,511.85,0.42,0.16,0.06,0.38
2005,74,San Luis,60-64 años,Mujer,392,225.42,0.58,0.07,0.04,0.55
2005,74,San Luis,60-64 años,Varón,468,276.71,0.59,0.14,0.08,0.56
2005,74,San Luis,65-69 años,Mujer,516,214.57,0.42,0.13,0.05,0.41
2005,74,San Luis,65-69 años,Varón,1441,649.88,0.45,0.27,0.11,0.39
2005,74,San Luis,70-74 años,Mujer,450,194.96,0.43,0.09,0.04,0.43
2005,74,San Luis,70-74 años,Varón,282,180.17,0.64,0.1,0.06,0.63
2005,74,San Luis,75-79 años,Mujer,245,145.23,0.59,0.13,0.07,0.56
2005,74,San Luis,75-79 años,Varón,347,168.43,0.49,0.14,0.07,0.49
2005,74,San Luis,80+ años,Mujer,686,287.62,0.42,0.21,0.08,0.38
2005,74,San Luis,80+ años,Varón,0,0,NA,0,0,NA
2005,78,Santa Cruz,20-24 años,Mujer,94,70.21,0.75,0.01,0.01,0.75
2005,78,Santa Cruz,20-24 años,Varón,183,183,1,0.03,0.03,0.98
2005,78,Santa Cruz,25-29 años,Mujer,82,47.39,0.58,0.01,0.01,0.58
2005,78,Santa Cruz,25-29 años,Varón,0,0,NA,0,0,NA
2005,78,Santa Cruz,30-34 años,Mujer,586,306.18,0.52,0.09,0.04,0.49
2005,78,Santa Cruz,30-34 años,Varón,160,121.33,0.76,0.03,0.02,0.75
2005,78,Santa Cruz,35-39 años,Mujer,242,111.31,0.46,0.04,0.02,0.46
2005,78,Santa Cruz,35-39 años,Varón,162,143.4,0.89,0.03,0.02,0.88
2005,78,Santa Cruz,40-44 años,Mujer,818,295.38,0.36,0.14,0.05,0.34
2005,78,Santa Cruz,40-44 años,Varón,591,231.11,0.39,0.09,0.03,0.38
2005,78,Santa Cruz,45-49 años,Mujer,689,256.17,0.37,0.16,0.05,0.34
2005,78,Santa Cruz,45-49 años,Varón,565,306.24,0.54,0.11,0.06,0.5
2005,78,Santa Cruz,50-54 años,Mujer,939,319.57,0.34,0.2,0.06,0.3
2005,78,Santa Cruz,50-54 años,Varón,995,350.89,0.35,0.15,0.05,0.33
2005,78,Santa Cruz,55-59 años,Mujer,298,144.58,0.49,0.1,0.05,0.47
2005,78,Santa Cruz,55-59 años,Varón,506,251.98,0.5,0.16,0.07,0.45
2005,78,Santa Cruz,60-64 años,Mujer,446,154.92,0.35,0.14,0.05,0.34
2005,78,Santa Cruz,60-64 años,Varón,483,235.2,0.49,0.16,0.07,0.44
2005,78,Santa Cruz,65-69 años,Mujer,593,273.39,0.46,0.21,0.08,0.4
2005,78,Santa Cruz,65-69 años,Varón,289,114.45,0.4,0.12,0.05,0.41
2005,78,Santa Cruz,70-74 años,Mujer,344,160.64,0.47,0.17,0.07,0.43
2005,78,Santa Cruz,70-74 años,Varón,56,56,1,0.1,0.09,0.95
2005,78,Santa Cruz,75-79 años,Mujer,103,63.28,0.61,0.1,0.06,0.66
2005,78,Santa Cruz,75-79 años,Varón,121,74.32,0.61,0.22,0.12,0.55
2005,78,Santa Cruz,80+ años,Mujer,82,49.11,0.6,0.15,0.09,0.61
2005,78,Santa Cruz,80+ años,Varón,0,0,NA,0,0,NA
2005,82,Santa Fe,20-24 años,Mujer,7309,3833.15,0.52,0.06,0.03,0.51
2005,82,Santa Fe,20-24 años,Varón,4189,2473.71,0.59,0.04,0.02,0.58
2005,82,Santa Fe,25-29 años,Mujer,3234,1968.05,0.61,0.03,0.02,0.6
2005,82,Santa Fe,25-29 años,Varón,1378,1014.21,0.74,0.02,0.01,0.74
2005,82,Santa Fe,30-34 años,Mujer,2129,1513.21,0.71,0.02,0.01,0.71
2005,82,Santa Fe,30-34 años,Varón,5970,3509.32,0.59,0.06,0.04,0.56
2005,82,Santa Fe,35-39 años,Mujer,4414,2559.28,0.58,0.05,0.03,0.56
2005,82,Santa Fe,35-39 años,Varón,761,602.41,0.79,0.01,0.01,0.8
2005,82,Santa Fe,40-44 años,Mujer,2983,1406.34,0.47,0.04,0.02,0.47
2005,82,Santa Fe,40-44 años,Varón,3989,1882.69,0.47,0.05,0.02,0.47
2005,82,Santa Fe,45-49 años,Mujer,2958,1467.2,0.5,0.05,0.02,0.49
2005,82,Santa Fe,45-49 años,Varón,4262,2330.55,0.55,0.05,0.03,0.54
2005,82,Santa Fe,50-54 años,Mujer,9864,4025.64,0.41,0.14,0.05,0.38
2005,82,Santa Fe,50-54 años,Varón,17012,5911.41,0.35,0.22,0.07,0.32
2005,82,Santa Fe,55-59 años,Mujer,9692,3385.22,0.35,0.14,0.05,0.33
2005,82,Santa Fe,55-59 años,Varón,12160,5563.34,0.46,0.22,0.09,0.4
2005,82,Santa Fe,60-64 años,Mujer,6859,2515.19,0.37,0.12,0.04,0.35
2005,82,Santa Fe,60-64 años,Varón,14461,5448.64,0.38,0.29,0.09,0.31
2005,82,Santa Fe,65-69 años,Mujer,13748,4450.26,0.32,0.24,0.07,0.28
2005,82,Santa Fe,65-69 años,Varón,12742,5701.21,0.45,0.3,0.1,0.35
2005,82,Santa Fe,70-74 años,Mujer,4710,1978.62,0.42,0.08,0.03,0.42
2005,82,Santa Fe,70-74 años,Varón,330,330,1,0.01,0.01,1.02
2005,82,Santa Fe,75-79 años,Mujer,1960,1103.04,0.56,0.05,0.03,0.56
2005,82,Santa Fe,75-79 años,Varón,7199,3776.18,0.52,0.25,0.11,0.46
2005,82,Santa Fe,80+ años,Mujer,2750,1366.12,0.5,0.06,0.03,0.49
2005,82,Santa Fe,80+ años,Varón,1164,587.29,0.5,0.11,0.06,0.52
2005,86,Santiago del Estero,20-24 años,Mujer,761,383.47,0.5,0.03,0.02,0.5
2005,86,Santiago del Estero,20-24 años,Varón,387,274.89,0.71,0.02,0.01,0.71
2005,86,Santiago del Estero,25-29 años,Mujer,603,370.68,0.61,0.03,0.02,0.6
2005,86,Santiago del Estero,25-29 años,Varón,674,478.47,0.71,0.04,0.03,0.69
2005,86,Santiago del Estero,30-34 años,Mujer,1081,456.81,0.42,0.06,0.02,0.41
2005,86,Santiago del Estero,30-34 años,Varón,569,285.94,0.5,0.04,0.02,0.5
2005,86,Santiago del Estero,35-39 años,Mujer,1109,394.7,0.36,0.06,0.02,0.35
2005,86,Santiago del Estero,35-39 años,Varón,1420,552.41,0.39,0.1,0.04,0.37
2005,86,Santiago del Estero,40-44 años,Mujer,1196,471.17,0.39,0.09,0.03,0.38
2005,86,Santiago del Estero,40-44 años,Varón,840,412.97,0.49,0.06,0.03,0.48
2005,86,Santiago del Estero,45-49 años,Mujer,1745,558.89,0.32,0.15,0.05,0.3
2005,86,Santiago del Estero,45-49 años,Varón,1268,588.74,0.46,0.11,0.05,0.43
2005,86,Santiago del Estero,50-54 años,Mujer,1483,735.22,0.5,0.13,0.06,0.45
2005,86,Santiago del Estero,50-54 años,Varón,2669,859.34,0.32,0.18,0.05,0.29
2005,86,Santiago del Estero,55-59 años,Mujer,2243,710.1,0.32,0.18,0.05,0.29
2005,86,Santiago del Estero,55-59 años,Varón,1245,435.45,0.35,0.18,0.06,0.33
2005,86,Santiago del Estero,60-64 años,Mujer,599,371.96,0.62,0.09,0.05,0.59
2005,86,Santiago del Estero,60-64 años,Varón,1963,772.95,0.39,0.3,0.09,0.32
2005,86,Santiago del Estero,65-69 años,Mujer,1427,705.86,0.49,0.21,0.09,0.43
2005,86,Santiago del Estero,65-69 años,Varón,1892,662.97,0.35,0.31,0.09,0.3
2005,86,Santiago del Estero,70-74 años,Mujer,1082,354.01,0.33,0.17,0.05,0.31
2005,86,Santiago del Estero,70-74 años,Varón,1038,449.09,0.43,0.34,0.12,0.35
2005,86,Santiago del Estero,75-79 años,Mujer,211,109.16,0.52,0.05,0.03,0.53
2005,86,Santiago del Estero,75-79 años,Varón,935,390.05,0.42,0.32,0.11,0.33
2005,86,Santiago del Estero,80+ años,Mujer,409,225.87,0.55,0.08,0.04,0.55
2005,86,Santiago del Estero,80+ años,Varón,318,204.41,0.64,0.09,0.06,0.63
2005,90,Tucumán,20-24 años,Mujer,481,355.23,0.74,0.01,0.01,0.74
2005,90,Tucumán,20-24 años,Varón,0,0,NA,0,0,NA
2005,90,Tucumán,25-29 años,Mujer,904,532.8,0.59,0.02,0.01,0.59
2005,90,Tucumán,25-29 años,Varón,0,0,NA,0,0,NA
2005,90,Tucumán,30-34 años,Mujer,3706,1264.7,0.34,0.09,0.03,0.33
2005,90,Tucumán,30-34 años,Varón,0,0,NA,0,0,NA
2005,90,Tucumán,35-39 años,Mujer,4155,1755.85,0.42,0.11,0.04,0.39
2005,90,Tucumán,35-39 años,Varón,314,314,1,0.02,0.02,1
2005,90,Tucumán,40-44 años,Mujer,1256,783.79,0.62,0.04,0.03,0.61
2005,90,Tucumán,40-44 años,Varón,864,667.41,0.77,0.03,0.02,0.77
2005,90,Tucumán,45-49 años,Mujer,1612,734.2,0.46,0.06,0.03,0.45
2005,90,Tucumán,45-49 años,Varón,1668,894.49,0.54,0.07,0.03,0.52
2005,90,Tucumán,50-54 años,Mujer,3760,1324.29,0.35,0.11,0.04,0.33
2005,90,Tucumán,50-54 años,Varón,789,599.16,0.76,0.02,0.02,0.76
2005,90,Tucumán,55-59 años,Mujer,4778,1704.53,0.36,0.22,0.07,0.3
2005,90,Tucumán,55-59 años,Varón,2684,1133.42,0.42,0.13,0.05,0.41
2005,90,Tucumán,60-64 años,Mujer,5667,1684.43,0.3,0.36,0.08,0.22
2005,90,Tucumán,60-64 años,Varón,5181,1676.79,0.32,0.27,0.08,0.28
2005,90,Tucumán,65-69 años,Mujer,3092,1457.1,0.47,0.24,0.09,0.39
2005,90,Tucumán,65-69 años,Varón,1815,822.54,0.45,0.17,0.07,0.45
2005,90,Tucumán,70-74 años,Mujer,2210,1343.87,0.61,0.12,0.07,0.56
2005,90,Tucumán,70-74 años,Varón,1085,854.78,0.79,0.1,0.08,0.73
2005,90,Tucumán,75-79 años,Mujer,411,299.26,0.73,0.06,0.04,0.73
2005,90,Tucumán,75-79 años,Varón,767,606.2,0.79,0.09,0.07,0.76
2005,90,Tucumán,80+ años,Mujer,1472,902.47,0.61,0.13,0.07,0.57
2005,90,Tucumán,80+ años,Varón,1396,1010.59,0.72,0.24,0.15,0.63
2005,94,Tierra del Fuego,20-24 años,Mujer,251,148.42,0.59,0.06,0.03,0.58
2005,94,Tierra del Fuego,20-24 años,Varón,132,116.25,0.88,0.03,0.03,0.87
2005,94,Tierra del Fuego,25-29 años,Mujer,261,130.71,0.5,0.07,0.03,0.48
2005,94,Tierra del Fuego,25-29 años,Varón,26,18.87,0.73,0.01,0.01,0.73
2005,94,Tierra del Fuego,30-34 años,Mujer,987,277.92,0.28,0.21,0.05,0.24
2005,94,Tierra del Fuego,30-34 años,Varón,113,71.98,0.64,0.02,0.02,0.63
2005,94,Tierra del Fuego,35-39 años,Mujer,556,216.17,0.39,0.11,0.04,0.36
2005,94,Tierra del Fuego,35-39 años,Varón,347,167.09,0.48,0.08,0.03,0.46
2005,94,Tierra del Fuego,40-44 años,Mujer,576,190.46,0.33,0.12,0.04,0.31
2005,94,Tierra del Fuego,40-44 años,Varón,280,142.89,0.51,0.07,0.03,0.49
2005,94,Tierra del Fuego,45-49 años,Mujer,345,126.33,0.37,0.1,0.04,0.35
2005,94,Tierra del Fuego,45-49 años,Varón,242,137.77,0.57,0.08,0.04,0.54
2005,94,Tierra del Fuego,50-54 años,Mujer,586,192.79,0.33,0.22,0.06,0.3
2005,94,Tierra del Fuego,50-54 años,Varón,274,128.64,0.47,0.08,0.04,0.46
2005,94,Tierra del Fuego,55-59 años,Mujer,248,132.8,0.54,0.15,0.07,0.49
2005,94,Tierra del Fuego,55-59 años,Varón,69,51,0.74,0.06,0.04,0.74
2005,94,Tierra del Fuego,60-64 años,Mujer,195,94.17,0.48,0.21,0.09,0.44
2005,94,Tierra del Fuego,60-64 años,Varón,182,102.26,0.56,0.23,0.11,0.49
2005,94,Tierra del Fuego,65-69 años,Mujer,75,53.07,0.71,0.13,0.09,0.69
2005,94,Tierra del Fuego,65-69 años,Varón,129,93.81,0.73,0.28,0.16,0.58
2005,94,Tierra del Fuego,70-74 años,Mujer,82,49.7,0.61,0.21,0.12,0.6
2005,94,Tierra del Fuego,70-74 años,Varón,114,58.39,0.51,0.22,0.12,0.55
2005,94,Tierra del Fuego,75-79 años,Mujer,0,0,NA,0,0,NA
2005,94,Tierra del Fuego,75-79 años,Varón,55,55,1,0.28,0.22,0.81
2005,94,Tierra del Fuego,80+ años,Mujer,17,17,1,0.07,0.07,1.06
2005,94,Tierra del Fuego,80+ años,Varón,50,50,1,0.25,0.23,0.92
2009,2,CABA,20-24 años,Mujer,2476,2476,1,0.02,0.02,1
2009,2,CABA,20-24 años,Varón,3744,3744,1,0.03,0.03,0.99
2009,2,CABA,25-29 años,Mujer,5119,3867.11,0.76,0.04,0.03,0.74
2009,2,CABA,25-29 años,Varón,0,0,NA,0,0,NA
2009,2,CABA,30-34 años,Mujer,1825,1291.98,0.71,0.02,0.01,0.71
2009,2,CABA,30-34 años,Varón,811,811,1,0.01,0.01,1
2009,2,CABA,35-39 años,Mujer,8892,4635.91,0.52,0.06,0.03,0.5
2009,2,CABA,35-39 años,Varón,4919,3478.3,0.71,0.05,0.04,0.69
2009,2,CABA,40-44 años,Mujer,4114,2513.75,0.61,0.04,0.02,0.61
2009,2,CABA,40-44 años,Varón,0,0,NA,0,0,NA
2009,2,CABA,45-49 años,Mujer,9631,6313.21,0.66,0.1,0.06,0.61
2009,2,CABA,45-49 años,Varón,14415,6945.73,0.48,0.17,0.07,0.43
